Transaction_ID,Date,Transaction_Description,Merchant_Name,Amount,Transaction_Type,Category
TXN00074,28-01-2021,UPI transfer,Local Kirana UPI,682.52,Debit,Transfer
TXN00075,29-01-2021,Restaurant dining,Meghana Foods,771.04,Debit,Dining
TXN00076,29-01-2021,Salon and grooming,Naturals Salon,477.59,Debit,Miscellaneous
TXN00077,30-01-2021,Monthly salary credit,Infosys Ltd,135750.64,Credit,Income
TXN00078,31-01-2021,Online food order,Zomato,581.48,Debit,Dining
TXN00079,31-01-2021,Fuel refill,Bharat Petroleum,1373.45,Debit,Fuel
TXN00080,31-01-2021,UPI transfer,Karthik S,354.02,Debit,Transfer
TXN00081,01-02-2021,Online food order,Swiggy,671.07,Debit,Dining
TXN00082,01-02-2021,UPI transfer,Ola Cabs,609.66,Debit,Transfer
TXN00083,02-02-2021,Cloud storage subscription,Google One,270.11,Debit,Entertainment
TXN00084,02-02-2021,Broadband internet bill,ACT Fibernet,1202.10,Debit,Utilities
TXN00085,03-02-2021,House rent payment,Prakash Reddy (Landlord),24000.00,Debit,Rent
TXN00086,03-02-2021,UPI transfer,Local Kirana UPI,900.42,Debit,Transfer
TXN00087,04-02-2021,Fuel refill,Indian Oil Petrol Pump,982.89,Debit,Fuel
TXN00088,04-02-2021,UPI transfer,Uber India,978.83,Debit,Transfer
TXN00089,05-02-2021,Netflix monthly subscription,Netflix,492.90,Debit,Entertainment
TXN00090,05-02-2021,Grocery shopping,More Supermarket,1552.70,Debit,Groceries
TXN00091,05-02-2021,Online shopping order,Amazon,1930.22,Debit,Shopping
TXN00092,05-02-2021,UPI transfer,Auto Rickshaw UPI,394.91,Debit,Transfer
TXN00093,06-02-2021,Restaurant dining,Starbucks,462.27,Debit,Dining
TXN00094,06-02-2021,Salon and grooming,Naturals Salon,806.56,Debit,Miscellaneous
TXN00095,06-02-2021,UPI transfer,Priya Menon,967.58,Debit,Transfer
TXN00096,06-02-2021,Electricity bill payment,BESCOM,2026.97,Debit,Utilities
TXN00097,07-02-2021,Restaurant dining,Toit Brewpub,1433.27,Debit,Dining
TXN00098,07-02-2021,Cloud storage subscription,Google One,266.65,Debit,Entertainment
TXN00099,07-02-2021,Fuel refill,HP Petrol Pump,1353.49,Debit,Fuel
TXN00100,07-02-2021,UPI transfer,Uber India,758.12,Debit,Transfer
TXN00101,08-02-2021,Restaurant dining,CTR Malleshwaram,534.67,Debit,Dining
TXN00102,08-02-2021,Grocery shopping,Big Bazaar,1539.70,Debit,Groceries
TXN00103,08-02-2021,Dry cleaning,Pressto Dry Cleaners,632.51,Debit,Miscellaneous
TXN00104,08-02-2021,UPI transfer,Tea Stall UPI,229.23,Debit,Transfer
TXN00105,09-02-2021,Grocery shopping,BigBasket,1405.58,Debit,Groceries
TXN00106,09-02-2021,Online shopping order,Myntra,2511.04,Debit,Shopping
TXN00107,09-02-2021,UPI transfer,Vegetable Vendor UPI,418.27,Debit,Transfer
TXN00108,09-02-2021,Water bill payment,BWSSB,453.71,Debit,Utilities
TXN00109,10-02-2021,Mutual fund dividend credit,Zerodha Coin,2238.04,Credit,Income
TXN00110,11-02-2021,Fuel refill,Bharat Petroleum,1273.47,Debit,Fuel
TXN00111,11-02-2021,Grocery shopping,DMart,1220.54,Debit,Groceries
TXN00112,12-02-2021,Restaurant dining,Third Wave Coffee,808.64,Debit,Dining
TXN00113,12-02-2021,Spotify Premium subscription,Spotify,121.35,Debit,Entertainment
TXN00114,12-02-2021,Cloud storage subscription,Google One,158.37,Debit,Entertainment
TXN00115,12-02-2021,Movie tickets booking,BookMyShow,695.70,Debit,Entertainment
TXN00116,12-02-2021,Grocery shopping,Zepto,655.51,Debit,Groceries
TXN00117,12-02-2021,UPI transfer,Namma Metro Recharge,375.03,Debit,Transfer
TXN00118,13-02-2021,Restaurant dining,Toit Brewpub,1191.95,Debit,Dining
TXN00119,13-02-2021,UPI transfer,Priya Menon,1034.23,Debit,Transfer
TXN00120,13-02-2021,Mobile postpaid bill,Airtel,703.37,Debit,Utilities
TXN00121,13-02-2021,Piped gas bill payment,GAIL Gas,645.83,Debit,Utilities
TXN00122,14-02-2021,Restaurant dining,CTR Malleshwaram,844.79,Debit,Dining
TXN00123,14-02-2021,Amazon Prime annual membership,Amazon,1521.03,Debit,Entertainment
TXN00124,14-02-2021,Gym membership,Cult Fit,1361.06,Debit,Miscellaneous
TXN00125,14-02-2021,UPI transfer,Anjali Nair,617.98,Debit,Transfer
TXN00126,16-02-2021,Movie tickets booking,BookMyShow,676.55,Debit,Entertainment
TXN00127,16-02-2021,Pharmacy sundries,Apollo Pharmacy,559.13,Debit,Miscellaneous
TXN00128,16-02-2021,Online shopping order,Ajio,2379.12,Debit,Shopping
TXN00129,17-02-2021,Restaurant dining,Empire Restaurant,576.18,Debit,Dining
TXN00130,17-02-2021,Fuel refill,Shell Fuel Station,1009.98,Debit,Fuel
TXN00131,17-02-2021,UPI transfer,Barber Shop UPI,446.28,Debit,Transfer
TXN00132,18-02-2021,Grocery shopping,Sri Krishna Stores,513.31,Debit,Groceries
TXN00133,18-02-2021,Mobile accessories,Croma,1621.33,Debit,Miscellaneous
TXN00134,18-02-2021,Stationery purchase,Sapna Book House,395.19,Debit,Miscellaneous
TXN00135,19-02-2021,ATM cash withdrawal,ICICI Bank ATM,3000.00,Debit,Cash Withdrawal
TXN00136,19-02-2021,Restaurant dining,Barbeque Nation,1911.11,Debit,Dining
TXN00137,19-02-2021,Grocery shopping,More Supermarket,769.01,Debit,Groceries
TXN00138,19-02-2021,Bike servicing,Bosch Car Service,2268.28,Debit,Miscellaneous
TXN00139,19-02-2021,Plant and garden supplies,Lalbagh Nursery,362.63,Debit,Miscellaneous
TXN00140,20-02-2021,Grocery shopping,DMart,1211.32,Debit,Groceries
TXN00141,20-02-2021,Online shopping order,Flipkart,1830.20,Debit,Shopping
TXN00142,21-02-2021,Restaurant dining,Third Wave Coffee,685.16,Debit,Dining
TXN00143,21-02-2021,Grocery shopping,DMart,904.53,Debit,Groceries
TXN00144,21-02-2021,Dry cleaning,Pressto Dry Cleaners,320.79,Debit,Miscellaneous
TXN00145,21-02-2021,UPI transfer,Priya Menon,502.58,Debit,Transfer
TXN00146,21-02-2021,UPI transfer,Sneha Rao,748.99,Debit,Transfer
TXN00147,23-02-2021,Fuel refill,Bharat Petroleum,1135.10,Debit,Fuel
TXN00148,23-02-2021,UPI transfer,Priya Menon,510.96,Debit,Transfer
TXN00149,24-02-2021,Restaurant dining,Truffles,618.46,Debit,Dining
TXN00150,24-02-2021,Cloud storage subscription,Google One,177.79,Debit,Entertainment
TXN00151,24-02-2021,Courier charges,Blue Dart,189.11,Debit,Miscellaneous
TXN00152,24-02-2021,UPI transfer,Milk Vendor UPI,620.49,Debit,Transfer
TXN00153,25-02-2021,Plant and garden supplies,Lalbagh Nursery,347.89,Debit,Miscellaneous
TXN00154,25-02-2021,UPI transfer,Local Kirana UPI,921.13,Debit,Transfer
TXN00155,26-02-2021,Grocery shopping,Sri Krishna Stores,653.16,Debit,Groceries
TXN00156,26-02-2021,UPI transfer,Karthik S,647.53,Debit,Transfer
TXN00157,27-02-2021,Online shopping order,Amazon,2286.97,Debit,Shopping
TXN00158,27-02-2021,UPI transfer,Ramesh Kumar,653.34,Debit,Transfer
TXN00159,28-02-2021,Monthly salary credit,Infosys Ltd,131995.07,Credit,Income
TXN00160,28-02-2021,UPI transfer,Sneha Rao,916.86,Debit,Transfer
TXN00161,28-02-2021,UPI transfer,Sneha Rao,629.86,Debit,Transfer
TXN00162,01-03-2021,Fuel refill,Shell Fuel Station,945.13,Debit,Fuel
TXN00163,02-03-2021,Restaurant dining,Domino's Pizza,465.14,Debit,Dining
TXN00164,02-03-2021,Grocery shopping,Zepto,511.56,Debit,Groceries
TXN00165,02-03-2021,UPI transfer,Auto Rickshaw UPI,550.44,Debit,Transfer
TXN00166,03-03-2021,Grocery shopping,DMart,1023.25,Debit,Groceries
TXN00167,03-03-2021,House rent payment,Prakash Reddy (Landlord),24000.00,Debit,Rent
TXN00168,03-03-2021,Online shopping order,Amazon,1849.64,Debit,Shopping
TXN00169,04-03-2021,ATM cash withdrawal,ICICI Bank ATM,2000.00,Debit,Cash Withdrawal
TXN00170,04-03-2021,ATM cash withdrawal,SBI ATM,5000.00,Debit,Cash Withdrawal
TXN00171,04-03-2021,Fuel refill,Shell Fuel Station,1048.48,Debit,Fuel
TXN00172,04-03-2021,Online shopping order,Amazon,1235.87,Debit,Shopping
TXN00173,04-03-2021,UPI transfer,Auto Rickshaw UPI,204.68,Debit,Transfer
TXN00174,05-03-2021,Netflix monthly subscription,Netflix,510.53,Debit,Entertainment
TXN00175,05-03-2021,Grocery shopping,More Supermarket,856.97,Debit,Groceries
TXN00176,06-03-2021,Broadband internet bill,ACT Fibernet,1178.78,Debit,Utilities
TXN00177,07-03-2021,Restaurant dining,CTR Malleshwaram,470.28,Debit,Dining
TXN00178,07-03-2021,Fuel refill,Bharat Petroleum,1184.89,Debit,Fuel
TXN00179,07-03-2021,UPI transfer,Ola Cabs,508.76,Debit,Transfer
TXN00180,07-03-2021,UPI transfer,Barber Shop UPI,1034.59,Debit,Transfer
TXN00181,08-03-2021,Plant and garden supplies,Lalbagh Nursery,711.12,Debit,Miscellaneous
TXN00182,08-03-2021,Pharmacy sundries,Apollo Pharmacy,419.89,Debit,Miscellaneous
TXN00183,08-03-2021,Online shopping order,Amazon,1274.32,Debit,Shopping
TXN00184,08-03-2021,UPI transfer,Vegetable Vendor UPI,667.33,Debit,Transfer
TXN00185,09-03-2021,Grocery shopping,Reliance Fresh,511.76,Debit,Groceries
TXN00186,09-03-2021,Electricity bill payment,BESCOM,2800.93,Debit,Utilities
TXN00187,10-03-2021,Fuel refill,Bharat Petroleum,1048.43,Debit,Fuel
TXN00188,10-03-2021,Pharmacy medicine purchase,Apollo Pharmacy,836.70,Debit,Medical
TXN00189,10-03-2021,Bike servicing,Bosch Car Service,1405.92,Debit,Miscellaneous
TXN00190,11-03-2021,Movie tickets,PVR Cinemas,559.77,Debit,Entertainment
TXN00191,11-03-2021,UPI transfer,Auto Rickshaw UPI,448.82,Debit,Transfer
TXN00192,12-03-2021,Spotify Premium subscription,Spotify,120.18,Debit,Entertainment
TXN00193,12-03-2021,Health insurance premium,Star Health Insurance,21578.72,Debit,Insurance
TXN00194,12-03-2021,Water bill payment,BWSSB,365.06,Debit,Utilities
TXN00195,12-03-2021,Piped gas bill payment,GAIL Gas,484.02,Debit,Utilities
TXN00196,13-03-2021,Fuel refill,Indian Oil Petrol Pump,977.47,Debit,Fuel
TXN00197,13-03-2021,Grocery shopping,Reliance Fresh,447.68,Debit,Groceries
TXN00198,13-03-2021,Bike servicing,Bosch Car Service,1863.82,Debit,Miscellaneous
TXN00199,13-03-2021,Online shopping order,Myntra,1415.44,Debit,Shopping
TXN00200,13-03-2021,UPI transfer,Karthik S,653.06,Debit,Transfer
TXN00201,13-03-2021,Mobile postpaid bill,Airtel,679.85,Debit,Utilities
TXN00202,14-03-2021,Restaurant dining,Barbeque Nation,1382.55,Debit,Dining
TXN00203,15-03-2021,Grocery shopping,Reliance Fresh,442.87,Debit,Groceries
TXN00204,15-03-2021,Stationery purchase,Sapna Book House,292.85,Debit,Miscellaneous
TXN00205,15-03-2021,Advance tax instalment,Income Tax Dept,20639.16,Debit,Tax
TXN00206,15-03-2021,UPI transfer,Sneha Rao,725.75,Debit,Transfer
TXN00207,16-03-2021,Fuel refill,Indian Oil Petrol Pump,990.03,Debit,Fuel
TXN00208,17-03-2021,Grocery shopping,BigBasket,1430.78,Debit,Groceries
TXN00209,17-03-2021,Courier charges,Blue Dart,407.59,Debit,Miscellaneous
TXN00210,17-03-2021,UPI transfer,Namma Metro Recharge,212.57,Debit,Transfer
TXN00211,18-03-2021,Restaurant dining,Hotel Shivalli,481.96,Debit,Dining
TXN00212,18-03-2021,Grocery shopping,Zepto,663.48,Debit,Groceries
TXN00213,20-03-2021,Fuel refill,HP Petrol Pump,1031.02,Debit,Fuel
TXN00214,20-03-2021,Plant and garden supplies,Lalbagh Nursery,711.41,Debit,Miscellaneous
TXN00215,21-03-2021,Restaurant dining,Starbucks,594.96,Debit,Dining
TXN00216,21-03-2021,Salon and grooming,Naturals Salon,711.11,Debit,Miscellaneous
TXN00217,23-03-2021,Online food order,Zomato,761.63,Debit,Dining
TXN00218,23-03-2021,Fuel refill,HP Petrol Pump,1133.84,Debit,Fuel
TXN00219,23-03-2021,Book purchase,Blossom Book House,773.56,Debit,Miscellaneous
TXN00220,23-03-2021,Plant and garden supplies,Lalbagh Nursery,596.60,Debit,Miscellaneous
TXN00221,23-03-2021,UPI transfer,Ramesh Kumar,1052.26,Debit,Transfer
TXN00222,23-03-2021,UPI transfer,Laundry Service UPI,430.51,Debit,Transfer
TXN00223,24-03-2021,Grocery shopping,Sri Krishna Stores,533.39,Debit,Groceries
TXN00224,25-03-2021,Savings account interest credit,HDFC Bank,1716.17,Credit,Income
TXN00225,25-03-2021,Dry cleaning,Pressto Dry Cleaners,343.56,Debit,Miscellaneous
TXN00226,25-03-2021,Gift purchase,Archies Gallery,586.57,Debit,Miscellaneous
TXN00227,25-03-2021,UPI transfer,Blinkit,430.22,Debit,Transfer
TXN00228,25-03-2021,UPI transfer,Local Kirana UPI,800.80,Debit,Transfer
TXN00229,26-03-2021,Fuel refill,HP Petrol Pump,988.78,Debit,Fuel
TXN00230,26-03-2021,Grocery shopping,BigBasket,987.04,Debit,Groceries
TXN00231,26-03-2021,Bike servicing,Bosch Car Service,1370.10,Debit,Miscellaneous
TXN00232,26-03-2021,Stationery purchase,Sapna Book House,320.48,Debit,Miscellaneous
TXN00233,26-03-2021,UPI transfer,Ola Cabs,679.78,Debit,Transfer
TXN00234,27-03-2021,UPI transfer,Local Kirana UPI,776.04,Debit,Transfer
TXN00235,28-03-2021,Restaurant dining,Toit Brewpub,1363.57,Debit,Dining
TXN00236,28-03-2021,Grocery shopping,Zepto,714.25,Debit,Groceries
TXN00237,28-03-2021,Pharmacy sundries,Apollo Pharmacy,367.53,Debit,Miscellaneous
TXN00238,30-03-2021,Grocery shopping,DMart,1175.11,Debit,Groceries
TXN00239,30-03-2021,Monthly salary credit,Infosys Ltd,132942.69,Credit,Income
TXN00240,30-03-2021,Online shopping order,Amazon,1056.69,Debit,Shopping
TXN00241,30-03-2021,UPI transfer,Milk Vendor UPI,920.87,Debit,Transfer
TXN00242,30-03-2021,UPI transfer,Uber India,842.57,Debit,Transfer
TXN00243,31-03-2021,Online food order,Zomato,832.88,Debit,Dining
TXN00244,01-04-2021,Fuel refill,Bharat Petroleum,1123.15,Debit,Fuel
TXN00245,01-04-2021,Grocery shopping,DMart,1256.74,Debit,Groceries
TXN00246,01-04-2021,Mobile accessories,Croma,1577.46,Debit,Miscellaneous
TXN00247,02-04-2021,Grocery shopping,Reliance Fresh,649.41,Debit,Groceries
TXN00248,02-04-2021,UPI transfer,Laundry Service UPI,415.90,Debit,Transfer
TXN00249,02-04-2021,UPI transfer,Auto Rickshaw UPI,383.15,Debit,Transfer
TXN00250,03-04-2021,Restaurant dining,Truffles,758.37,Debit,Dining
TXN00251,03-04-2021,Movie tickets,PVR Cinemas,781.83,Debit,Entertainment
TXN00252,03-04-2021,Property tax payment,BBMP,4780.52,Debit,Tax
TXN00253,04-04-2021,Restaurant dining,Truffles,662.81,Debit,Dining
TXN00254,04-04-2021,Fuel refill,Indian Oil Petrol Pump,1061.42,Debit,Fuel
TXN00255,04-04-2021,Broadband internet bill,ACT Fibernet,1233.86,Debit,Utilities
TXN00256,05-04-2021,Netflix monthly subscription,Netflix,506.71,Debit,Entertainment
TXN00257,05-04-2021,Courier charges,Blue Dart,317.65,Debit,Miscellaneous
TXN00258,05-04-2021,House rent payment,Prakash Reddy (Landlord),24000.00,Debit,Rent
TXN00259,05-04-2021,UPI transfer,Sneha Rao,878.44,Debit,Transfer
TXN00260,06-04-2021,Restaurant dining,Toit Brewpub,1607.26,Debit,Dining
TXN00261,06-04-2021,Pharmacy sundries,Apollo Pharmacy,593.85,Debit,Miscellaneous
TXN00262,06-04-2021,UPI transfer,Vegetable Vendor UPI,428.03,Debit,Transfer
TXN00263,06-04-2021,UPI transfer,Uber India,768.07,Debit,Transfer
TXN00264,07-04-2021,Online shopping order,Flipkart,1353.05,Debit,Shopping
TXN00265,07-04-2021,Electricity bill payment,BESCOM,2591.12,Debit,Utilities
TXN00266,08-04-2021,Fuel refill,Bharat Petroleum,1037.17,Debit,Fuel
TXN00267,08-04-2021,Grocery shopping,BigBasket,1418.01,Debit,Groceries
TXN00268,09-04-2021,Salon and grooming,Naturals Salon,731.69,Debit,Miscellaneous
TXN00269,10-04-2021,Restaurant dining,Hotel Shivalli,737.13,Debit,Dining
TXN00270,10-04-2021,UPI transfer,Anjali Nair,489.18,Debit,Transfer
TXN00271,10-04-2021,Water bill payment,BWSSB,451.62,Debit,Utilities
TXN00272,11-04-2021,Cloud storage subscription,Google One,143.34,Debit,Entertainment
TXN00273,11-04-2021,Online shopping order,Amazon,870.99,Debit,Shopping
TXN00274,11-04-2021,Piped gas bill payment,GAIL Gas,572.32,Debit,Utilities
TXN00275,12-04-2021,Spotify Premium subscription,Spotify,118.71,Debit,Entertainment
TXN00276,12-04-2021,Fuel refill,Indian Oil Petrol Pump,1368.89,Debit,Fuel
TXN00277,12-04-2021,Grocery shopping,Big Bazaar,1339.01,Debit,Groceries
TXN00278,12-04-2021,Book purchase,Blossom Book House,369.79,Debit,Miscellaneous
TXN00279,12-04-2021,UPI transfer,Local Kirana UPI,805.87,Debit,Transfer
TXN00280,12-04-2021,UPI transfer,Rapido,209.13,Debit,Transfer
TXN00281,12-04-2021,Mobile postpaid bill,Airtel,705.80,Debit,Utilities
TXN00282,13-04-2021,Stationery purchase,Sapna Book House,255.64,Debit,Miscellaneous
TXN00283,13-04-2021,Online shopping order,Amazon,1651.41,Debit,Shopping
TXN00284,13-04-2021,UPI transfer,Laundry Service UPI,561.94,Debit,Transfer
TXN00285,14-04-2021,Movie tickets booking,BookMyShow,857.92,Debit,Entertainment
TXN00286,15-04-2021,Fuel refill,Shell Fuel Station,998.29,Debit,Fuel
TXN00287,15-04-2021,Online shopping order,Amazon,1299.63,Debit,Shopping
TXN00288,15-04-2021,UPI transfer,Laundry Service UPI,574.98,Debit,Transfer
TXN00289,15-04-2021,UPI transfer,Karthik S,386.83,Debit,Transfer
TXN00290,16-04-2021,Book purchase,Blossom Book House,509.98,Debit,Miscellaneous
TXN00291,16-04-2021,Book purchase,Blossom Book House,631.72,Debit,Miscellaneous
TXN00292,17-04-2021,Online food order,Swiggy,418.11,Debit,Dining
TXN00293,17-04-2021,Movie tickets,PVR Cinemas,623.03,Debit,Entertainment
TXN00294,18-04-2021,Online food order,Zomato,436.50,Debit,Dining
TXN00295,18-04-2021,Grocery shopping,Zepto,627.23,Debit,Groceries
TXN00296,18-04-2021,UPI transfer,Priya Menon,415.89,Debit,Transfer
TXN00297,19-04-2021,Movie tickets,PVR Cinemas,586.09,Debit,Entertainment
TXN00298,19-04-2021,Fuel refill,Indian Oil Petrol Pump,992.13,Debit,Fuel
TXN00299,19-04-2021,Grocery shopping,Zepto,599.64,Debit,Groceries
TXN00300,20-04-2021,Restaurant dining,Third Wave Coffee,671.92,Debit,Dining
TXN00301,20-04-2021,Grocery shopping,Reliance Fresh,672.48,Debit,Groceries
TXN00302,20-04-2021,UPI transfer,Vegetable Vendor UPI,498.43,Debit,Transfer
TXN00303,23-04-2021,Fuel refill,Shell Fuel Station,952.09,Debit,Fuel
TXN00304,24-04-2021,Eye check-up and lenses,Lenskart,3541.86,Debit,Medical
TXN00305,25-04-2021,UPI transfer,Namma Metro Recharge,311.90,Debit,Transfer
TXN00306,26-04-2021,Online shopping order,Flipkart,1900.41,Debit,Shopping
TXN00307,26-04-2021,UPI transfer,Laundry Service UPI,447.77,Debit,Transfer
TXN00308,27-04-2021,Restaurant dining,Toit Brewpub,1806.27,Debit,Dining
TXN00309,27-04-2021,Fuel refill,Shell Fuel Station,1346.40,Debit,Fuel
TXN00310,27-04-2021,Grocery shopping,Nature's Basket,376.65,Debit,Groceries
TXN00311,27-04-2021,Gift purchase,Archies Gallery,1207.10,Debit,Miscellaneous
TXN00312,28-04-2021,Online shopping order,Myntra,852.35,Debit,Shopping
TXN00313,29-04-2021,Online food order,Swiggy,623.53,Debit,Dining
TXN00314,29-04-2021,Cloud storage subscription,Google One,138.37,Debit,Entertainment
TXN00315,29-04-2021,UPI transfer,Sneha Rao,511.94,Debit,Transfer
TXN00316,30-04-2021,Fuel refill,Indian Oil Petrol Pump,1207.83,Debit,Fuel
TXN00317,30-04-2021,Grocery shopping,Zepto,754.84,Debit,Groceries
TXN00318,30-04-2021,Monthly salary credit,Infosys Ltd,134883.30,Credit,Income
TXN00319,30-04-2021,Online shopping order,Flipkart,694.99,Debit,Shopping
TXN00320,30-04-2021,UPI transfer,Tea Stall UPI,274.90,Debit,Transfer
TXN00321,01-05-2021,Online food order,Zomato,677.14,Debit,Dining
TXN00322,01-05-2021,UPI transfer,Uber India,806.12,Debit,Transfer
TXN00323,02-05-2021,Online food order,Zomato,724.79,Debit,Dining
TXN00324,02-05-2021,Grocery shopping,DMart,1319.62,Debit,Groceries
TXN00325,03-05-2021,Online food order,Swiggy,410.22,Debit,Dining
TXN00326,03-05-2021,House rent payment,Prakash Reddy (Landlord),24000.00,Debit,Rent
